;time_plan;line;dest;delay;request;rideID
41;2022-10-31T21:47:00+01:00;RB10;S Südkreuz;2.0;2022-10-31 21:48:29;380
42;2022-10-31T21:48:00+01:00;S7;S Ahrensfelde;1.0;2022-10-31 21:48:29;20988
43;2022-10-31T21:48:00+01:00;U5;Hönow;0.0;2022-10-31 21:48:29;12927
44;2022-10-31T21:48:00+01:00;M5;Hohenschönhausen, Zingster Str.;0.0;2022-10-31 21:48:29;3267
45;2022-10-31T21:50:00+01:00;M10;Moabit, Lüneburger Str.;-2.0;2022-10-31 21:48:29;1920
46;2022-10-31T21:50:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 21:48:29;27178
47;2022-10-31T21:50:00+01:00;245;Mitte, Robert-Koch-Platz;0.0;2022-10-31 21:48:29;10467
48;2022-10-31T21:51:00+01:00;RE1;Frankfurt (Oder), Bhf;0.0;2022-10-31 21:48:29;117
50;2022-10-31T21:52:00+01:00;120;Moabit, Seydlitzstr.;0.0;2022-10-31 21:52:37;13181
49;2022-10-31T21:52:00+01:00;S3;S Spandau;0.0;2022-10-31 21:52:37;14925
52;2022-10-31T21:53:00+01:00;S3;S Erkner;0.0;2022-10-31 21:52:37;14412
51;2022-10-31T21:53:00+01:00;M8;Ahrensfelde/Stadtgrenze;0.0;2022-10-31 21:52:37;3657
53;2022-10-31T21:54:00+01:00;S5;S Westkreuz;0.0;2022-10-31 21:52:37;19486
54;2022-10-31T21:54:00+01:00;147;U Leopoldplatz via S+U Wedding;1.0;2022-10-31 21:55:38;15726
55;2022-10-31T21:54:00+01:00;M8;Moabit, Lüneburger Str.;-1.0;2022-10-31 21:52:37;3606
56;2022-10-31T21:56:00+01:00;FEX;Flughafen BER - Terminal 1-2;0.0;2022-10-31 21:55:38;311
57;2022-10-31T21:57:00+01:00;120;S+U Wittenau -> Bus 220;0.0;2022-10-31 21:55:38;3120
58;2022-10-31T21:57:00+01:00;S7;S Westkreuz;0.0;2022-10-31 21:55:38;21261
59;2022-10-31T21:57:00+01:00;123;Saatwinkler Damm/Mäckeritzwiesen;0.0;2022-10-31 21:55:38;9727
60;2022-10-31T21:57:00+01:00;245;S+U Zoologischer Garten;1.0;2022-10-31 21:58:39;10311
61;2022-10-31T21:57:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 21:55:38;1775
64;2022-10-31T21:58:00+01:00;RE4;Rathenow, Bhf;10.0;2022-10-31 22:07:42;62185
62;2022-10-31T21:58:00+01:00;U5;Hönow;0.0;2022-10-31 21:58:39;12928
63;2022-10-31T21:58:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 21:58:39;20372
65;2022-10-31T21:59:00+01:00;M5;Moabit, Lüneburger Str.;-3.0;2022-10-31 21:58:39;3210
67;2022-10-31T22:00:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 21:58:39;27178
66;2022-10-31T22:00:00+01:00;245;Mitte, Robert-Koch-Platz;0.0;2022-10-31 21:58:39;10410
68;2022-10-31T22:00:00+01:00;M10;Moabit, Lüneburger Str.;1.0;2022-10-31 22:01:40;1920
69;2022-10-31T22:01:00+01:00;S5;S Strausberg Nord, in Mahlsdorf bitte umsteigen;0.0;2022-10-31 22:01:40;19047
70;2022-10-31T22:02:00+01:00;M85;S Lichterfelde Süd via Hindenburgdamm;0.0;2022-10-31 22:01:40;29372
71;2022-10-31T22:02:00+01:00;142;S Ostbahnhof via U Rosenthaler Platz;0.0;2022-10-31 22:01:40;15579
72;2022-10-31T22:02:00+01:00;S9;S Spandau;0.0;2022-10-31 22:01:40;24388
73;2022-10-31T22:03:00+01:00;S9;Flughafen BER - Terminal 1-2;0.0;2022-10-31 22:01:40;23885
74;2022-10-31T22:03:00+01:00;147;U Märkisches Museum via S+U Friedrichstr.;1.0;2022-10-31 22:04:41;15754
75;2022-10-31T22:07:00+01:00;S7;S Potsdam Hauptbahnhof;3.0;2022-10-31 22:10:43;20854
76;2022-10-31T22:07:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 22:07:42;1775
77;2022-10-31T22:07:00+01:00;245;U Turmstr.;0.0;2022-10-31 22:07:42;10111
78;2022-10-31T22:08:00+01:00;M5;Hohenschönhausen, Zingster Str.;0.0;2022-10-31 22:07:42;3267
79;2022-10-31T22:08:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 22:07:42;20985
80;2022-10-31T22:08:00+01:00;U5;Hönow;0.0;2022-10-31 22:07:42;12929
81;2022-10-31T22:10:00+01:00;M10;Moabit, Lüneburger Str.;1.0;2022-10-31 22:10:43;1920
82;2022-10-31T22:10:00+01:00;120;Moabit, Seydlitzstr.;1.0;2022-10-31 22:10:43;13183
83;2022-10-31T22:10:00+01:00;245;Mitte, Robert-Koch-Platz;1.0;2022-10-31 22:10:43;10468
84;2022-10-31T22:10:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 22:10:43;27178
85;2022-10-31T22:11:00+01:00;M8;Moabit, Lüneburger Str.;11.0;2022-10-31 22:19:47;3606
86;2022-10-31T22:12:00+01:00;S3;S Spandau;1.0;2022-10-31 22:10:43;14924
87;2022-10-31T22:13:00+01:00;M8;Ahrensfelde/Stadtgrenze;0.0;2022-10-31 22:13:44;3657
88;2022-10-31T22:13:00+01:00;S3;S Erkner;1.0;2022-10-31 22:13:44;14411
89;2022-10-31T22:14:00+01:00;147;U Leopoldplatz via S+U Wedding;2.0;2022-10-31 22:16:44;15726
90;2022-10-31T22:14:00+01:00;S5;S Westkreuz;1.0;2022-10-31 22:13:44;19334
91;2022-10-31T22:15:00+01:00;RB10;Nauen, Bhf;1.0;2022-10-31 22:16:44;360
92;2022-10-31T22:15:00+01:00;RE7;Bad Belzig, Bhf;0.0;2022-10-31 22:13:44;1148
93;2022-10-31T22:17:00+01:00;123;Saatwinkler Damm/Mäckeritzwiesen;0.0;2022-10-31 22:16:44;9728
94;2022-10-31T22:17:00+01:00;245;S+U Zoologischer Garten;0.0;2022-10-31 22:16:44;10312
95;2022-10-31T22:17:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 22:16:44;1775
96;2022-10-31T22:17:00+01:00;120;S+U Wittenau -> Bus 220;0.0;2022-10-31 22:16:44;3123
97;2022-10-31T22:17:00+01:00;S7;S Westkreuz;0.0;2022-10-31 22:16:44;21260
98;2022-10-31T22:18:00+01:00;U5;Hönow;0.0;2022-10-31 22:16:44;12930
99;2022-10-31T22:18:00+01:00;RE5;Baruth, Bhf;0.0;2022-10-31 22:16:44;553
100;2022-10-31T22:18:00+01:00;S7;S Ahrensfelde;1.0;2022-10-31 22:19:47;20340
101;2022-10-31T22:19:00+01:00;M5;Moabit, Lüneburger Str.;4.0;2022-10-31 22:23:18;3210
103;2022-10-31T22:20:00+01:00;245;Mitte, Robert-Koch-Platz;0.0;2022-10-31 22:19:47;10411
104;2022-10-31T22:20:00+01:00;M10;Moabit, Lüneburger Str.;1.0;2022-10-31 22:19:47;1920
102;2022-10-31T22:20:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 22:19:47;27178
105;2022-10-31T22:21:00+01:00;S5;S Strausberg, in Mahlsdorf bitte umsteigen;0.0;2022-10-31 22:19:47;19046
106;2022-10-31T22:22:00+01:00;M85;S Lichterfelde Süd via Hindenburgdamm;0.0;2022-10-31 22:19:47;29372
107;2022-10-31T22:22:00+01:00;142;S Ostbahnhof via U Rosenthaler Platz;0.0;2022-10-31 22:19:47;15548
108;2022-10-31T22:22:00+01:00;S9;S Spandau;1.0;2022-10-31 22:19:47;24387
109;2022-10-31T22:23:00+01:00;147;U Märkisches Museum via S+U Friedrichstr.;0.0;2022-10-31 22:23:18;15754
110;2022-10-31T22:23:00+01:00;S9;Flughafen BER - Terminal 1-2;0.0;2022-10-31 22:23:18;23884
111;2022-10-31T22:25:00+01:00;RE2;Wittenberge, Bhf;0.0;2022-10-31 22:23:18;63993
115;2022-10-31T22:27:00+01:00;245;U Turmstr.;0.0;2022-10-31 22:23:18;10112
114;2022-10-31T22:27:00+01:00;S7;S Potsdam Hauptbahnhof;3.0;2022-10-31 22:23:18;20756
112;2022-10-31T22:27:00+01:00;FEX;Flughafen BER - Terminal 1-2;0.0;2022-10-31 22:23:18;332
113;2022-10-31T22:27:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 22:23:18;1775
116;2022-10-31T22:28:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 22:23:18;20984
117;2022-10-31T22:28:00+01:00;M5;Hohenschönhausen, Zingster Str.;0.0;2022-10-31 22:23:18;3267
118;2022-10-31T22:28:00+01:00;U5;Hönow;0.0;2022-10-31 22:23:18;12676
119;2022-10-31T22:31:00+01:00;M8;Moabit, Lüneburger Str.;3.0;2022-10-31 22:34:03;3607
120;2022-10-31T22:33:00+01:00;M8;Ahrensfelde/Stadtgrenze;1.0;2022-10-31 22:34:03;3657
123;2022-10-31T22:34:00+01:00;147;U Leopoldplatz via S+U Wedding;5.0;2022-10-31 22:37:04;15726
121;2022-10-31T22:34:00+01:00;RE3;Schwedt, Bhf;0.0;2022-10-31 22:34:03;265
122;2022-10-31T22:34:00+01:00;S5;S Westkreuz;1.0;2022-10-31 22:34:03;19512
124;2022-10-31T22:35:00+01:00;RE2;Cottbus, Hbf;9.0;2022-10-31 22:43:06;63994
125;2022-10-31T22:37:00+01:00;120;S+U Wittenau -> Bus 220;0.0;2022-10-31 22:37:04;3126
126;2022-10-31T22:37:00+01:00;S7;S Wannsee;0.0;2022-10-31 22:37:04;21264
127;2022-10-31T22:37:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 22:37:04;1775
128;2022-10-31T22:37:00+01:00;245;S+U Zoologischer Garten;0.0;2022-10-31 22:37:04;10313
129;2022-10-31T22:37:00+01:00;123;Saatwinkler Damm/Mäckeritzwiesen;0.0;2022-10-31 22:37:04;9729
130;2022-10-31T22:38:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 22:37:04;20371
131;2022-10-31T22:38:00+01:00;ICE 902;Hamburg-Altona;1.0;2022-10-31 22:37:04;902
132;2022-10-31T22:38:00+01:00;U5;Hönow;0.0;2022-10-31 22:37:04;12677
133;2022-10-31T22:39:00+01:00;M5;Moabit, Lüneburger Str.;1.0;2022-10-31 22:40:05;3210
136;2022-10-31T22:40:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 22:40:05;27178
134;2022-10-31T22:40:00+01:00;245;Mitte, Robert-Koch-Platz;0.0;2022-10-31 22:40:05;10412
135;2022-10-31T22:40:00+01:00;M10;Moabit, Lüneburger Str.;5.0;2022-10-31 22:43:06;1920
137;2022-10-31T22:41:00+01:00;S5;S Strausberg Nord, in Mahlsdorf bitte umsteigen;0.0;2022-10-31 22:40:05;19045
141;2022-10-31T22:42:00+01:00;RE5;Rostock Hbf;10.0;2022-10-31 22:46:07;435
140;2022-10-31T22:42:00+01:00;142;S Ostbahnhof via U Rosenthaler Platz;0.0;2022-10-31 22:40:05;15545
138;2022-10-31T22:42:00+01:00;M85;S Lichterfelde Süd via Hindenburgdamm;0.0;2022-10-31 22:40:05;29372
139;2022-10-31T22:42:00+01:00;S9;S Spandau;0.0;2022-10-31 22:40:05;24386
142;2022-10-31T22:43:00+01:00;RE1;Magdeburg, Hbf;0.0;2022-10-31 22:43:06;15
143;2022-10-31T22:43:00+01:00;147;U Märkisches Museum via S+U Friedrichstr.;-1.0;2022-10-31 22:43:06;15754
144;2022-10-31T22:43:00+01:00;S9;Flughafen BER - Terminal 1-2;0.0;2022-10-31 22:43:06;23883
145;2022-10-31T22:46:00+01:00;RE7;S Ostkreuz;1.0;2022-10-31 22:46:07;1061
146;2022-10-31T22:47:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 22:46:07;1775
147;2022-10-31T22:47:00+01:00;S7;S Potsdam Hauptbahnhof;0.0;2022-10-31 22:46:07;20864
149;2022-10-31T22:48:00+01:00;M5;Hohenschönhausen, Zingster Str.;0.0;2022-10-31 22:46:07;3267
150;2022-10-31T22:48:00+01:00;U5;Hönow;0.0;2022-10-31 22:46:07;12678
148;2022-10-31T22:48:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 22:46:07;20983
151;2022-10-31T22:49:00+01:00;120;Moabit, Seydlitzstr.;-1.0;2022-10-31 22:46:07;1254
152;2022-10-31T22:50:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 22:46:07;27178
153;2022-10-31T22:50:00+01:00;M10;Moabit, Lüneburger Str.;-1.0;2022-10-31 22:46:07;1920
154;2022-10-31T22:50:00+01:00;245;Mitte, Robert-Koch-Platz;0.0;2022-10-31 22:46:07;10648
155;2022-10-31T22:51:00+01:00;M8;Moabit, Lüneburger Str.;10.0;2022-10-31 22:55:09;3607
156;2022-10-31T22:51:00+01:00;RE1;Frankfurt (Oder), Bhf;22.0;2022-10-31 23:13:15;995
161;2022-10-31T22:57:00+01:00;245;S+U Zoologischer Garten;0.0;2022-10-31 22:55:09;10314
162;2022-10-31T22:57:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 22:55:09;1775
160;2022-10-31T22:57:00+01:00;S7;S Grunewald;0.0;2022-10-31 22:55:09;21259
157;2022-10-31T22:57:00+01:00;123;Saatwinkler Damm/Mäckeritzwiesen;0.0;2022-10-31 22:55:09;9730
158;2022-10-31T22:57:00+01:00;FEX;Flughafen BER - Terminal 1-2;0.0;2022-10-31 22:55:09;323
159;2022-10-31T22:57:00+01:00;120;S+U Wittenau -> Bus 220;0.0;2022-10-31 22:55:09;3133
163;2022-10-31T22:58:00+01:00;U5;Hönow;0.0;2022-10-31 22:55:09;12931
164;2022-10-31T22:58:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 22:55:09;20481
165;2022-10-31T22:59:00+01:00;ICE 948;Köln, Hbf;3.0;2022-10-31 22:55:09;948
166;2022-10-31T22:59:00+01:00;M5;Moabit, Lüneburger Str.;-2.0;2022-10-31 22:55:09;3210
167;2022-10-31T23:00:00+01:00;M10;Moabit, Lüneburger Str.;4.0;2022-10-31 23:04:11;1920
168;2022-10-31T23:00:00+01:00;245;Mitte, Invalidenpark;0.0;2022-10-31 22:55:09;10413
169;2022-10-31T23:00:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 22:55:09;27178
170;2022-10-31T23:01:00+01:00;S5;S Strausberg Nord, in Mahlsdorf bitte umsteigen;0.0;2022-10-31 23:01:10;19042
173;2022-10-31T23:02:00+01:00;142;S Ostbahnhof via U Rosenthaler Platz;0.0;2022-10-31 23:01:10;15545
171;2022-10-31T23:02:00+01:00;M85;S Lichterfelde Süd via Hindenburgdamm;0.0;2022-10-31 23:01:10;29372
172;2022-10-31T23:02:00+01:00;S9;S Spandau;0.0;2022-10-31 23:01:10;24385
175;2022-10-31T23:03:00+01:00;147;U Märkisches Museum via S+U Friedrichstr.;2.0;2022-10-31 23:04:11;15754
174;2022-10-31T23:03:00+01:00;S9;Flughafen BER - Terminal 1-2;0.0;2022-10-31 23:01:10;23882
176;2022-10-31T23:07:00+01:00;S7;S Potsdam Hauptbahnhof;1.0;2022-10-31 23:07:12;20704
177;2022-10-31T23:07:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 23:07:12;1775
178;2022-10-31T23:08:00+01:00;U5;Hönow;0.0;2022-10-31 23:07:12;12932
179;2022-10-31T23:08:00+01:00;M5;Hohenschönhausen, Zingster Str.;0.0;2022-10-31 23:07:12;3267
180;2022-10-31T23:08:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 23:07:12;20982
181;2022-10-31T23:08:00+01:00;RE4;Stendal, Hbf;0.0;2022-10-31 23:07:12;62187
182;2022-10-31T23:09:00+01:00;120;Moabit, Seydlitzstr.;0.0;2022-10-31 23:07:12;1259
185;2022-10-31T23:10:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 23:10:13;27178
184;2022-10-31T23:10:00+01:00;M10;Moabit, Lüneburger Str.;-1.0;2022-10-31 23:10:13;1920
183;2022-10-31T23:10:00+01:00;245;Mitte, Robert-Koch-Platz;2.0;2022-10-31 23:10:13;10649
186;2022-10-31T23:11:00+01:00;M8;Moabit, Lüneburger Str.;2.0;2022-10-31 23:13:15;3607
187;2022-10-31T23:12:00+01:00;S3;S Spandau;0.0;2022-10-31 23:10:13;14921
188;2022-10-31T23:13:00+01:00;M8;Ahrensfelde/Stadtgrenze;0.0;2022-10-31 23:13:15;3657
189;2022-10-31T23:13:00+01:00;S3;S Erkner;0.0;2022-10-31 23:13:15;14408
190;2022-10-31T23:14:00+01:00;S5;S Westkreuz;0.0;2022-10-31 23:13:15;19510
191;2022-10-31T23:14:00+01:00;147;U Leopoldplatz via S+U Wedding;3.0;2022-10-31 23:16:17;15726
196;2022-10-31T23:17:00+01:00;S7;S Grunewald;0.0;2022-10-31 23:16:17;21258
195;2022-10-31T23:17:00+01:00;120;S+U Wittenau -> Bus 220;0.0;2022-10-31 23:16:17;3136
192;2022-10-31T23:17:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 23:16:17;1775
193;2022-10-31T23:17:00+01:00;123;Saatwinkler Damm/Mäckeritzwiesen;0.0;2022-10-31 23:16:17;9731
194;2022-10-31T23:17:00+01:00;245;S+U Zoologischer Garten;0.0;2022-10-31 23:16:17;10315
197;2022-10-31T23:18:00+01:00;S7;S Ahrensfelde;0.0;2022-10-31 23:16:17;20370
198;2022-10-31T23:18:00+01:00;U5;Hönow;0.0;2022-10-31 23:16:17;12933
199;2022-10-31T23:18:00+01:00;RE5;Wünsdorf-Waldstadt, Bhf;0.0;2022-10-31 23:16:17;38
200;2022-10-31T23:19:00+01:00;RE7;Dessau, Hbf;0.0;2022-10-31 23:19:18;1144
201;2022-10-31T23:19:00+01:00;M5;Moabit, Lüneburger Str.;-2.0;2022-10-31 23:19:18;3210
202;2022-10-31T23:20:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 23:19:18;27178
203;2022-10-31T23:20:00+01:00;M10;Moabit, Lüneburger Str.;2.0;2022-10-31 23:22:19;1920
204;2022-10-31T23:21:00+01:00;S5;S Strausberg, in Mahlsdorf bitte umsteigen;0.0;2022-10-31 23:19:18;19044
205;2022-10-31T23:22:00+01:00;S9;S Spandau;0.0;2022-10-31 23:22:19;24384
206;2022-10-31T23:22:00+01:00;142;S Ostbahnhof via U Rosenthaler Platz;0.0;2022-10-31 23:22:19;15545
207;2022-10-31T23:22:00+01:00;M85;S Lichterfelde Süd via Hindenburgdamm;0.0;2022-10-31 23:22:19;29372
209;2022-10-31T23:23:00+01:00;147;U Märkisches Museum via S+U Friedrichstr.;0.0;2022-10-31 23:22:19;15754
208;2022-10-31T23:23:00+01:00;S9;Flughafen BER - Terminal 1-2;0.0;2022-10-31 23:22:19;23881
210;2022-10-31T23:27:00+01:00;S7;S Potsdam Hauptbahnhof;0.0;2022-10-31 23:25:20;20863
211;2022-10-31T23:27:00+01:00;FEX;Flughafen BER - Terminal 1-2;0.0;2022-10-31 23:25:20;331
212;2022-10-31T23:27:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 23:25:20;1775
213;2022-10-31T23:28:00+01:00;U5;Hönow;0.0;2022-10-31 23:28:21;12934
214;2022-10-31T23:28:00+01:00;M5;Hohenschönhausen, Zingster Str.;0.0;2022-10-31 23:28:21;3267
215;2022-10-31T23:29:00+01:00;120;Moabit, Seydlitzstr.;0.0;2022-10-31 23:28:21;1264
216;2022-10-31T23:30:00+01:00;245;Mitte, Robert-Koch-Platz;0.0;2022-10-31 23:28:21;10650
217;2022-10-31T23:30:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 23:28:21;27178
218;2022-10-31T23:30:00+01:00;M10;Moabit, Lüneburger Str.;1.0;2022-10-31 23:31:21;1920
219;2022-10-31T23:31:00+01:00;M8;Moabit, Lüneburger Str.;-2.0;2022-10-31 23:31:21;3607
220;2022-10-31T23:32:00+01:00;S3;S Spandau;0.0;2022-10-31 23:31:21;14920
221;2022-10-31T23:32:00+01:00;RE3;Eberswalde, Hbf;0.0;2022-10-31 23:31:21;211
222;2022-10-31T23:33:00+01:00;M8;Ahrensfelde/Stadtgrenze;0.0;2022-10-31 23:31:21;3657
223;2022-10-31T23:33:00+01:00;S3;S Erkner;0.0;2022-10-31 23:31:21;14407
225;2022-10-31T23:34:00+01:00;147;U Leopoldplatz via S+U Wedding;0.0;2022-10-31 23:34:22;15726
224;2022-10-31T23:34:00+01:00;S5;S Westkreuz;0.0;2022-10-31 23:34:22;19509
226;2022-10-31T23:37:00+01:00;245;S+U Zoologischer Garten;0.0;2022-10-31 23:37:25;10316
227;2022-10-31T23:37:00+01:00;S7;S Charlottenburg;0.0;2022-10-31 23:37:25;21257
228;2022-10-31T23:37:00+01:00;120;S+U Wittenau -> Bus 220;0.0;2022-10-31 23:37:25;3159
229;2022-10-31T23:37:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 23:37:25;1775
230;2022-10-31T23:37:00+01:00;123;Saatwinkler Damm/Mäckeritzwiesen;0.0;2022-10-31 23:37:25;9732
231;2022-10-31T23:37:00+01:00;RB14;Nauen, Bhf;1.0;2022-10-31 23:37:25;498
232;2022-10-31T23:38:00+01:00;U5;Hönow;0.0;2022-10-31 23:37:25;12935
233;2022-10-31T23:38:00+01:00;S7;S Ahrensfelde;1.0;2022-10-31 23:37:25;20338
234;2022-10-31T23:39:00+01:00;M5;Moabit, Lüneburger Str.;0.0;2022-10-31 23:37:25;3210
235;2022-10-31T23:40:00+01:00;M41;Sonnenallee/Baumschulenstr.;0.0;2022-10-31 23:40:26;27178
236;2022-10-31T23:40:00+01:00;M10;Moabit, Lüneburger Str.;0.0;2022-10-31 23:40:26;1920
237;2022-10-31T23:41:00+01:00;S5;S Strausberg Nord, in Mahlsdorf bitte umsteigen;0.0;2022-10-31 23:40:26;19041
239;2022-10-31T23:42:00+01:00;142;S Ostbahnhof via U Rosenthaler Platz;0.0;2022-10-31 23:40:26;15545
238;2022-10-31T23:42:00+01:00;S9;S Spandau;1.0;2022-10-31 23:40:26;24383
241;2022-10-31T23:43:00+01:00;S9;Flughafen BER - Terminal 1-2;0.0;2022-10-31 23:43:27;23872
242;2022-10-31T23:43:00+01:00;147;U Märkisches Museum via S+U Friedrichstr.;0.0;2022-10-31 23:43:27;15754
240;2022-10-31T23:43:00+01:00;RE4;Jüterbog, Bhf;0.0;2022-10-31 23:43:27;62188
243;2022-10-31T23:45:00+01:00;RE1;Brandenburg, Hbf;0.0;2022-10-31 23:43:27;873
244;2022-10-31T23:47:00+01:00;S7;S Potsdam Hauptbahnhof;0.0;2022-10-31 23:46:27;118
245;2022-10-31T23:47:00+01:00;M85;S Lichterfelde Süd via Hindenburgdamm;0.0;2022-10-31 23:46:27;29374
246;2022-10-31T23:47:00+01:00;M10;S+U Warschauer Str.;0.0;2022-10-31 23:46:27;1775
247;2022-10-31T23:48:00+01:00;U5;Hönow;0.0;2022-10-31 23:46:27;12936
